Fat_percent,SNF_percent,Protein_percent,Lactose_percent,Moisture_percent,Total_Solids_percent,pH,Specific_Gravity,Acidity_Titratable_pct,Viscosity_cP,Conductivity_mS_cm,CLR_Corrected_Lactometer,Urea_mg_per_100mL,Melamine_ppm,Total_Plate_Count_CFU_mL,Coliform_CFU_mL,MBRT_hours,Adulteration_Index_0_1,FSSAI_Chemical_Score,Estimated_Added_Water_pct,Is_Adulterated
5.2912,8.9328,3.4339,4.7013,87.485,14.224,6.618,1.0295,0.1601,2.0106,4.9568,17.02,24.751,0.0,122375,7,4.7,0.0,100.0,1.55,0
3.1971,8.7537,3.0567,4.7075,87.8359,11.9508,6.789,1.0311,0.1615,1.9495,5.0314,21.69,25.988,0.0,60599,18,4.08,0.0,100.0,1.28,0
5.1911,8.8945,3.159,4.7756,86.6423,14.0856,6.627,1.0308,0.1613,1.7673,4.505,18.13,25.301,0.0,42422,2,3.91,0.0224,99.6,1.17,0
3.6539,8.6081,3.1248,4.6317,87.7718,12.262,6.552,1.0288,0.1633,1.8654,4.6626,22.0,26.499,0.0,9797,46,3.81,0.0258,100.0,0.51,0
2.0442,9.0195,3.2858,4.927,89.2262,11.0637,6.765,1.0285,0.1664,2.0386,5.0725,19.4,25.438,0.0,10204,21,3.56,0.0,100.0,0.79,0
4.695,8.8586,3.2755,4.6083,86.6605,13.5536,6.677,1.0282,0.1361,2.0791,4.5444,14.49,26.931,0.0,100946,21,4.45,0.0336,98.14,0.17,0
3.2444,8.5862,3.1061,4.6506,88.3377,11.8306,6.589,1.0291,0.134,2.0707,4.7159,21.24,22.47,0.0,50710,21,3.96,0.0,97.86,1.42,0
4.989,9.0535,3.1665,4.5434,86.6534,14.0425,6.565,1.0317,0.1428,1.7708,5.0509,19.75,27.532,0.0,290582,10,4.9,0.0,99.04,0.53,0
5.441,9.1646,3.4387,4.5049,86.5281,14.6056,6.642,1.0319,0.1659,1.8002,5.0771,15.06,27.586,0.0,54502,4,3.09,0.0494,100.0,0.0,0
3.4588,8.7677,3.1878,4.6762,88.4968,12.2265,6.738,1.0288,0.1512,1.703,4.7257,18.61,24.666,0.0,49587,12,4.49,0.0396,100.0,0.0,0
2.2838,9.2145,3.1804,4.8057,89.2362,11.4983,6.717,1.0284,0.1599,2.0251,5.1771,21.22,28.267,0.0,33318,90,3.64,0.0,100.0,0.77,0
3.2623,8.9385,3.3458,4.5536,88.3999,12.2008,6.574,1.0306,0.1454,1.9123,4.537,17.69,22.93,0.0,91692,3,4.01,0.0312,99.4,0.58,0
3.1024,8.5307,3.1274,4.526,88.0355,11.6331,6.661,1.0287,0.1447,1.97,4.7389,19.75,29.907,0.0,92619,109,3.05,0.0062,98.78,0.0,0
5.4027,8.5765,3.2596,4.8052,87.3886,13.9792,6.591,1.0309,0.1609,2.092,4.9966,21.32,24.173,0.0,18296,1,3.04,0.0448,99.67,0.0,0
3.5257,8.5162,3.0303,4.6719,87.7103,12.0419,6.743,1.0308,0.1661,1.7563,4.6766,18.17,27.824,0.0,47600,5,4.38,0.0,100.0,0.0,0
1.6681,9.2561,3.2949,4.85,89.4462,10.9242,6.685,1.0282,0.1325,1.7749,5.0203,15.09,27.233,0.0,40093,12,3.51,0.0,100.0,0.0,0
0.2692,8.9923,3.1828,4.843,90.2135,9.2615,6.769,1.0319,0.1415,1.7747,4.9077,16.78,28.844,0.0,192437,49,4.3,0.0132,100.0,1.25,0
5.3773,8.5727,3.1129,4.5354,87.3456,13.95,6.789,1.0293,0.1385,1.9248,4.9137,14.05,23.475,0.0,32876,10,4.64,0.0,100.0,0.15,0
3.3332,8.9111,3.3401,4.5636,88.1574,12.2443,6.77,1.0289,0.1571,1.9431,4.5956,19.91,26.516,0.0,39057,26,4.43,0.0,100.0,0.0,0
4.542,8.6237,3.446,4.7252,87.4503,13.1657,6.624,1.0288,0.1522,1.8531,4.9499,16.2,25.363,0.0,48722,45,3.59,0.0364,99.33,0.0,0
3.5477,8.5267,3.0951,4.704,87.7714,12.0744,6.557,1.0288,0.1413,2.0701,5.1189,20.58,24.405,0.0,30548,7,4.7,0.016,99.41,1.11,0
3.1686,8.66,3.0538,4.7428,87.7207,11.8286,6.554,1.0284,0.1659,2.0349,4.7879,14.86,21.415,0.0,126553,13,3.2,0.014,98.68,1.28,0
6.0878,9.2674,3.514,4.8831,86.1829,15.3552,6.66,1.0286,0.1431,1.8736,4.6544,19.89,25.982,0.0,22035,53,3.82,0.0,98.95,0.0,0
1.8879,9.332,3.327,4.72,88.9529,11.2199,6.778,1.0288,0.1482,1.8734,5.1836,20.64,25.187,0.0,134686,5,4.29,0.0,98.24,0.0,0
3.4452,8.7464,3.339,4.5933,88.3841,12.1916,6.724,1.0283,0.138,2.0045,5.178,21.21,21.906,0.0,58666,119,3.73,0.0309,99.1,0.0,0
0.2831,8.7578,3.3332,4.7296,89.6334,9.0409,6.629,1.0314,0.1535,1.8732,4.8439,16.11,28.873,0.0,25819,9,4.95,0.0,99.45,1.75,0
4.5823,9.1171,3.4661,4.6106,86.8773,13.6994,6.633,1.0315,0.1343,1.7152,4.7003,14.53,21.129,0.0,29594,15,3.45,0.0,100.0,0.0,0
1.5187,9.3895,3.3107,4.9745,89.4973,10.9082,6.653,1.0299,0.1382,1.7397,5.0638,17.36,22.618,0.0,100651,11,3.08,0.0208,100.0,0.3,0
6.9296,9.7441,3.5539,4.8008,85.9745,16.6737,6.567,1.0286,0.1686,1.8024,4.8563,19.52,29.791,0.0,70371,77,4.08,0.0,100.0,0.0,0
7.4215,9.2895,3.567,4.8335,85.9789,16.711,6.755,1.0286,0.1302,1.8234,5.0125,16.5,26.61,0.0,32734,64,4.38,0.0,99.07,0.0,0
3.2018,8.6303,3.2583,4.5353,88.4483,11.8321,6.8,1.03,0.1609,1.7009,4.689,20.45,26.679,0.0,74689,8,3.62,0.046,99.6,1.47,0
2.1743,9.0665,3.2897,4.7101,89.0881,11.2408,6.566,1.0306,0.1499,2.0355,4.7891,18.7,29.762,0.0,15919,6,3.92,0.0,100.0,1.11,0
3.7145,8.5312,3.3534,4.6345,88.0104,12.2457,6.782,1.0281,0.1491,1.9751,4.9848,16.4,21.344,0.0,19632,28,3.42,0.0093,100.0,0.85,0
2.4345,9.0447,3.4541,4.7037,88.581,11.4792,6.648,1.0305,0.1521,1.7853,4.5323,21.56,22.031,0.0,49057,17,3.14,0.0,99.76,0.64,0
6.3638,9.2334,3.5697,4.6922,85.4339,15.5972,6.716,1.0285,0.1682,2.0462,4.9718,16.71,20.167,0.0,60189,17,4.87,0.0,100.0,0.28,0
3.4393,8.8682,3.3268,4.6546,88.3549,12.3075,6.589,1.029,0.1569,2.0899,4.6609,15.6,28.691,0.0,48551,7,3.26,0.0,99.64,0.0,0
5.3298,8.9583,3.2645,4.7653,86.6182,14.2881,6.748,1.0289,0.1374,2.0803,4.6826,19.88,29.696,0.0,15515,20,4.41,0.0,100.0,0.0,0
1.9738,9.3998,3.3322,4.9092,88.8327,11.3736,6.619,1.0302,0.1386,1.8902,4.6867,15.28,29.67,0.0,84805,8,4.75,0.0316,100.0,0.0,0
6.8329,9.6128,3.2042,4.8099,86.3243,16.4457,6.721,1.0299,0.1677,1.8499,4.8624,18.3,25.859,0.0,50830,14,4.19,0.0,100.0,0.0,0
5.4857,8.5449,3.3431,4.6918,86.7455,14.0306,6.734,1.0317,0.1343,1.7776,4.5105,18.13,25.082,0.0,125215,21,3.9,0.0477,100.0,1.83,0
1.9121,9.3703,3.1299,4.623,88.6248,11.2824,6.603,1.0291,0.1559,1.8434,4.7887,14.59,21.69,0.0,11769,30,3.77,0.0,100.0,0.21,0
0.3201,9.0098,3.419,4.7785,89.6825,9.3299,6.684,1.0294,0.137,1.9944,4.6823,15.29,22.865,0.0,57564,13,3.99,0.0232,98.37,0.0,0
4.429,9.3051,3.3888,4.7382,88.8522,13.7341,6.759,1.0237,0.1553,2.8069,5.1551,19.08,26.02,0.0,23393,40,4.79,0.6036,64.83,0.23,1
3.7585,8.9051,3.2738,4.7161,87.5476,12.6636,6.785,1.0282,0.1416,1.7206,4.5813,19.76,24.793,0.0,5552,15,3.3,0.0248,99.74,0.26,0
5.0481,8.507,3.4947,4.8068,86.8614,13.5551,6.573,1.0299,0.1324,1.834,4.7216,17.42,29.474,0.0,55458,27,4.97,0.0,97.24,0.0,0
2.0783,9.4753,3.1593,4.9974,89.1443,11.5536,6.679,1.0281,0.1676,1.9576,4.5147,18.88,20.508,0.0,22001,9,4.06,0.0058,100.0,0.0,0
6.2216,9.1065,3.4749,4.9378,86.1244,15.3281,6.767,1.0294,0.1459,1.7419,4.6276,20.73,25.64,0.0,79489,10,3.69,0.0402,100.0,0.89,0
6.8782,9.2525,3.2348,4.6892,85.2821,16.1307,6.715,1.0291,0.1305,1.9076,5.174,17.77,25.895,0.0,90434,11,3.53,0.0,98.13,0.4,0
4.6988,8.855,3.4373,4.7112,86.6234,13.5538,6.691,1.0303,0.1531,1.7308,5.1366,19.75,25.105,0.0,132922,12,4.44,0.0,97.84,0.96,0
5.2972,8.9499,3.2992,4.5426,86.6126,14.2471,6.771,1.0311,0.1653,1.9261,4.5223,17.8,29.403,0.0,83582,14,3.42,0.0039,100.0,0.0,0
6.8369,9.148,3.2156,4.6144,86.2474,15.9849,6.639,1.0316,0.1328,2.0921,4.6284,20.11,26.791,0.0,119057,8,3.42,0.0237,100.0,0.43,0
3.2358,8.5346,3.3726,4.6816,87.825,11.7704,6.649,1.0312,0.1384,2.0426,5.1097,19.57,28.959,0.0,62700,15,3.7,0.0109,97.03,0.0,0
6.2559,9.7585,3.3781,4.9155,85.9594,16.0144,6.583,1.0289,0.1615,2.0883,4.6901,21.87,24.729,0.0,429254,5,3.01,0.0208,100.0,0.0,0
3.0011,8.9707,3.1721,4.5249,87.665,11.9718,6.688,1.0308,0.1423,2.083,5.0781,17.05,23.236,0.0,78345,1,4.99,0.0261,97.6,0.98,0
6.3355,9.5361,3.3594,4.9327,85.7573,15.8716,6.699,1.0306,0.1392,1.8493,4.9113,20.09,24.593,0.0,31684,7,4.23,0.0,100.0,0.0,0
4.8998,8.5842,3.3038,4.7067,86.8781,13.484,6.602,1.0296,0.1411,1.7642,4.7783,18.48,26.649,0.0,75673,4,4.25,0.0005,100.0,0.0,0
4.6776,8.9198,3.1473,4.7981,87.4217,13.5974,6.682,1.03,0.1614,2.0977,4.6502,18.93,26.961,0.0,123981,5,4.62,0.0,99.38,0.89,0
4.9913,8.9466,3.1288,4.8783,86.9327,13.9379,6.777,1.0285,0.1316,1.974,5.0351,17.07,20.685,0.0,93243,4,4.83,0.037,97.49,0.0,0
3.0165,8.5216,3.2921,4.5816,87.8076,11.5381,6.735,1.0302,0.1583,2.0764,4.6686,16.38,29.068,0.0,97170,13,4.93,0.0109,100.0,1.34,0
5.1478,9.0067,3.2689,4.7144,86.7398,14.1545,6.628,1.0302,0.1568,1.9456,4.5291,15.64,20.786,0.0,24607,8,4.11,0.0285,100.0,1.04,0
6.5297,9.7601,3.4314,4.7463,86.4244,16.2898,6.574,1.032,0.1407,2.0405,5.0119,21.85,25.244,0.0,73363,6,3.29,0.0,100.0,0.0,0
2.2438,9.3101,3.148,4.7294,88.9918,11.5539,6.693,1.0289,0.163,2.0316,4.7517,19.03,20.446,0.0,84072,17,3.11,0.0119,100.0,0.38,0
0.4272,8.7845,3.4213,4.8364,90.1907,9.2117,6.66,1.0306,0.1595,1.7491,4.6359,19.44,28.412,0.0,30686,31,4.83,0.0,100.0,0.0,0
3.1294,8.8789,3.3551,4.6584,87.5284,12.0083,6.611,1.0305,0.1508,1.8423,4.9091,18.77,29.065,0.0,182868,32,3.49,0.0012,100.0,0.57,0
1.7462,9.3349,3.2295,4.8037,89.1738,11.0811,6.694,1.0283,0.14,1.9287,4.6755,16.0,22.292,0.0,66324,87,3.77,0.0,100.0,0.0,0
5.3287,9.0484,3.2108,4.8764,86.6243,14.3771,6.793,1.0287,0.1589,1.7161,4.8614,21.49,25.806,0.0,41847,63,4.29,0.0,98.85,0.0,0
0.1819,9.0755,3.2287,4.7901,89.8739,9.2574,6.79,1.0288,0.1603,1.9699,4.8208,21.37,21.429,0.0,14715,2,3.37,0.0,98.4,0.0,0
5.3058,8.8128,3.1014,4.8778,86.7557,14.1186,6.754,1.0286,0.149,1.7161,5.0117,14.94,22.371,0.0,625456,17,4.69,0.0,100.0,0.0,0
5.4207,9.0506,3.3348,4.8338,86.9588,14.4713,6.785,1.0301,0.1578,1.8569,4.6903,14.7,20.437,0.0,62964,2,3.79,0.0426,100.0,0.0,0
6.0171,9.686,3.4835,4.6423,86.4061,15.7031,6.578,1.0314,0.1492,1.8113,5.0169,21.19,26.23,0.0,66458,7,3.75,0.0,98.24,1.23,0
0.2153,8.7314,3.2539,4.6465,89.9703,8.9467,6.798,1.031,0.1314,1.9851,5.1269,16.51,24.24,0.0,9458,15,3.24,0.0285,99.58,1.23,0
3.4739,8.6934,3.2496,4.695,88.085,12.1673,6.676,1.0315,0.1647,2.0003,4.6073,14.89,24.595,0.0,31525,21,4.51,0.0355,100.0,0.74,0
4.99,8.7834,3.1681,4.581,87.4183,13.7734,6.6,1.0315,0.1384,1.9506,5.1163,18.44,20.515,0.0,104728,7,3.08,0.0,99.44,0.0,0
4.8901,8.56,3.3318,4.6384,87.3522,13.4501,6.62,1.0287,0.1526,1.7447,4.9749,19.95,20.744,0.0,58400,4,3.99,0.02,99.31,0.0,0
7.2931,9.7148,3.2777,4.6522,86.4634,17.0079,6.773,1.0315,0.1517,1.9586,4.5358,18.04,27.455,0.0,51603,72,3.32,0.0,100.0,0.17,0
6.5245,9.5104,3.2688,4.8164,85.278,16.0349,6.784,1.0316,0.1681,1.9366,5.0942,21.83,20.797,0.0,28623,59,4.26,0.0291,100.0,0.0,0
2.41,9.2313,3.1355,4.9188,88.9772,11.6413,6.699,1.0307,0.1656,2.0809,5.0666,14.4,28.892,0.0,25941,5,3.37,0.0234,99.39,1.66,0
3.5402,8.5051,3.1141,4.5567,87.667,12.0453,6.61,1.0299,0.1399,1.9321,4.7318,20.6,26.03,0.0,36685,12,3.25,0.0465,99.49,0.83,0
2.3366,9.1476,3.2141,4.9171,89.4377,11.4842,6.701,1.029,0.151,1.7934,4.7709,17.05,28.337,0.0,33137,24,4.9,0.0,100.0,1.17,0
3.7328,8.6245,3.1448,4.5697,88.3188,12.3573,6.637,1.0304,0.1462,1.7262,4.7365,15.34,24.456,0.0,141148,6,3.63,0.0043,100.0,1.7,0
1.5809,9.0857,3.2885,4.9567,89.0752,10.6666,6.679,1.0311,0.143,2.0261,4.8912,21.36,21.759,0.0,25944,19,3.14,0.0,97.55,0.0,0
5.4206,9.1406,3.2568,4.6737,87.2025,14.5612,6.646,1.0297,0.1439,1.7942,4.9805,20.23,27.42,0.0,144021,5,4.26,0.0048,100.0,0.0,0
2.1357,9.2103,3.2688,4.8298,89.038,11.346,6.676,1.0282,0.15,1.709,4.7712,15.48,25.513,0.0,41077,4,5.0,0.0485,98.33,0.0,0
1.5085,9.1083,3.4309,4.8682,89.3944,10.6168,6.699,1.0303,0.1314,1.9054,4.6339,19.12,22.733,0.0,83862,28,3.53,0.0089,100.0,0.42,0
6.7845,9.4581,3.3127,4.9965,85.5034,16.2426,6.577,1.0295,0.1577,1.7926,4.5948,19.62,24.405,0.0,62285,3,4.68,0.0,97.76,1.02,0
4.9557,8.8567,3.2236,4.8629,87.0531,13.8124,6.781,1.0287,0.1471,1.8733,4.5062,14.89,28.16,0.0,32879,3,3.52,0.0328,98.91,0.0,0
6.8928,9.459,3.3261,4.7998,85.0607,16.3518,6.618,1.0315,0.1443,1.7769,5.0677,20.77,23.541,0.0,43819,28,3.12,0.034,100.0,0.11,0
3.6704,8.6577,3.1929,4.6466,88.118,12.3281,6.593,1.03,0.147,1.8184,4.5057,19.87,21.221,0.0,102729,4,3.29,0.0,100.0,1.58,0
1.6451,9.2395,3.2677,4.8663,88.5546,10.8846,6.639,1.0317,0.164,1.8598,4.5364,17.47,27.886,0.0,18639,7,3.48,0.0517,99.82,1.87,0
7.3698,9.2672,3.3844,4.9717,86.1419,16.637,6.695,1.0292,0.1503,1.9972,4.5497,14.19,25.3,0.0,27186,7,4.01,0.0302,98.23,0.0,0
5.2472,9.1592,3.3282,4.8177,87.205,14.4064,6.589,1.031,0.1394,1.7979,5.0523,21.08,25.823,0.0,28985,4,3.02,0.0162,98.97,0.55,0
7.2166,9.0701,3.5223,4.8677,86.0987,16.2867,6.72,1.0304,0.1608,1.8787,4.9505,17.49,21.081,0.0,13977,3,3.21,0.0008,100.0,0.0,0
3.7521,8.5234,3.1279,4.6315,88.3993,12.2755,6.661,1.031,0.1513,1.9151,4.6519,18.45,22.88,0.0,35213,6,3.64,0.0,97.3,0.0,0
7.4482,9.4595,3.2701,4.883,85.7337,16.9077,6.778,1.0308,0.1576,1.7389,4.9651,17.63,21.565,0.0,10432,30,3.32,0.0,100.0,0.0,0
2.0014,9.1349,3.256,4.7746,89.17,11.1363,6.647,1.0306,0.1413,1.9367,5.0311,21.34,20.606,0.0,38250,7,3.76,0.0,99.1,0.0,0
3.7606,8.6293,3.3436,4.5927,87.9299,12.3899,6.766,1.0288,0.1644,1.8822,4.6851,18.44,21.327,0.0,50324,1,3.19,0.0,100.0,1.26,0
4.7807,10.8998,3.7686,4.8873,87.1375,15.6805,6.723,1.0317,0.155,1.7975,4.5527,18.95,24.201,0.0,80468,16,3.53,0.6359,75.88,0.0,1
3.3435,8.9244,3.3113,4.7173,88.2007,12.2679,6.565,1.0306,0.1487,1.8878,5.1503,16.53,22.494,0.0,44695,19,4.07,0.0379,97.9,0.0,0
0.1986,9.0975,3.3361,4.88,89.6345,9.2961,6.559,1.029,0.1428,1.8729,4.5473,15.62,21.69,0.0,52477,5,4.12,0.0353,100.0,1.75,0
3.6489,8.8422,3.2164,4.7863,88.2741,12.4911,6.689,1.0296,0.1618,1.7179,4.7228,17.03,21.412,0.0,20275,35,4.06,0.0499,98.88,0.0,0
4.6341,8.7499,3.1321,4.7284,86.9264,13.384,6.694,1.0306,0.1568,1.9358,5.0824,18.27,29.167,0.0,64305,4,4.42,0.0367,98.68,0.0,0
4.7036,8.6967,3.3258,4.5296,86.9818,13.4003,6.597,1.0293,0.1458,1.9345,4.7762,16.78,20.692,0.0,76749,3,3.23,0.0,99.71,1.58,0
3.6027,8.8582,3.2678,4.6431,88.1423,12.4609,6.705,1.0311,0.15,1.843,4.95,20.97,26.928,0.0,52851,29,4.77,0.0361,100.0,0.0,0
3.5668,8.8858,3.2956,4.5246,87.8103,12.4526,6.642,1.0294,0.1615,1.999,4.7075,14.96,26.237,0.0,124659,8,4.6,0.0146,98.81,0.0,0
3.3909,8.8016,3.1302,4.7951,88.1674,12.1925,6.632,1.0305,0.1323,1.7096,4.7329,16.1,24.383,0.0,74740,4,4.18,0.0172,99.82,0.0,0
0.1761,8.7615,3.1555,4.5739,90.0285,8.9376,6.697,1.0301,0.1569,1.7296,4.9528,19.05,21.712,0.0,32648,5,3.78,0.0452,99.99,1.19,0
3.4469,8.6171,3.1475,4.6303,87.5193,12.064,6.606,1.03,0.1682,2.089,5.0789,20.71,29.007,0.0,215735,14,3.2,0.0,97.44,0.55,0
4.7192,9.174,3.3786,4.7713,87.005,13.8932,6.622,1.0286,0.1612,1.8883,4.9429,17.91,22.095,0.0,80318,5,4.32,0.0,100.0,0.0,0
6.6342,9.6325,3.522,4.957,85.0772,16.2667,6.577,1.0288,0.166,1.8987,4.5451,19.39,24.168,0.0,36257,7,4.3,0.0052,97.31,0.98,0
5.094,8.9853,3.3881,4.6905,86.5768,14.0793,6.634,1.0306,0.1373,1.8576,4.5622,14.73,26.023,0.0,65482,3,4.63,0.0,100.0,1.75,0
4.8437,8.947,3.4256,4.8848,87.2462,13.7907,6.625,1.0285,0.1551,1.904,4.666,16.34,23.236,0.0,49662,6,3.1,0.0078,99.85,0.68,0
4.7537,9.061,3.1281,4.7756,86.6749,13.8147,6.759,1.031,0.1601,1.9071,4.9117,18.37,29.175,0.0,14663,10,4.35,0.0407,100.0,1.47,0
3.3945,8.6873,3.0342,4.7208,87.5059,12.0818,6.708,1.0297,0.135,2.0113,4.5943,14.15,25.503,0.0,125084,4,3.44,0.0453,100.0,0.0,0
2.2746,9.1674,3.4881,4.8562,88.5957,11.442,6.736,1.0308,0.1401,1.8893,4.7157,16.05,24.233,0.0,36050,12,4.42,0.0024,100.0,1.51,0
3.5334,8.659,3.0559,4.7383,87.8239,12.1924,6.693,1.029,0.1636,1.7573,4.6772,18.39,26.896,0.0,48244,8,3.43,0.0366,100.0,0.0,0
3.6818,8.8646,3.1408,4.7732,87.9853,12.5464,6.62,1.0318,0.1603,1.84,4.6481,14.89,22.445,0.0,31354,9,3.46,0.0,100.0,0.0,0
0.2623,9.0719,3.4134,4.6258,89.7143,9.3342,6.741,1.0314,0.158,1.8765,4.7977,20.91,29.145,0.0,28050,3,3.85,0.0,100.0,0.0,0
0.2464,9.1027,3.2403,4.5874,89.8367,9.3491,6.582,1.0295,0.1359,1.9009,4.8019,16.87,29.58,0.0,65777,6,3.63,0.0,100.0,0.0,0
3.321,9.8092,3.2286,4.6599,88.2808,13.1302,6.632,1.0288,0.1461,3.3537,5.1032,21.39,29.956,0.0,87577,12,3.31,0.699,73.44,0.0,1
3.5822,8.6324,3.2019,4.587,87.5193,12.2146,6.609,1.0296,0.1414,1.7799,4.7365,18.32,20.817,0.0,34142,7,4.79,0.0128,99.84,0.0,0
5.1528,8.764,3.1813,4.8593,87.2462,13.9168,6.621,1.0309,0.1635,1.9863,4.6595,20.0,28.528,0.0,245032,143,4.71,0.0355,100.0,0.53,0
3.1806,8.8796,3.2672,4.5575,88.4829,12.0602,6.743,1.0319,0.159,1.9663,4.6884,19.13,22.772,0.0,49080,12,3.45,0.0,97.7,1.53,0
5.2444,8.9336,3.4212,4.6727,87.2858,14.178,6.785,1.0299,0.1485,2.014,4.8881,17.74,21.798,0.0,277668,6,3.63,0.0447,97.12,1.21,0
0.1891,8.7297,3.1361,4.6046,90.2614,8.9188,6.664,1.0303,0.1656,1.7362,5.1488,20.7,22.134,0.0,77270,2,4.35,0.0499,98.15,0.74,0
3.4702,8.7522,3.103,4.5679,88.0495,12.2224,6.569,1.0302,0.1668,2.0657,4.5752,20.79,25.831,0.0,91921,3,3.1,0.0,98.84,0.0,0
7.1114,9.5403,3.3127,4.6062,85.1727,16.6517,6.754,1.0299,0.1667,2.0157,5.0918,14.29,21.167,0.0,284830,2,4.37,0.0,98.49,0.0,0
5.1955,8.5576,3.1463,4.813,86.761,13.7531,6.79,1.0307,0.1587,1.9604,4.8503,20.2,27.93,0.0,102038,4,4.48,0.0395,98.62,0.0,0
3.1452,8.8804,3.3678,4.5342,88.4036,12.0256,6.606,1.0282,0.1332,1.7277,4.9611,15.74,21.844,0.0,71771,6,4.67,0.0325,98.33,0.0,0
0.4658,8.9742,3.2466,4.8464,89.8234,9.44,6.71,1.0282,0.1452,2.0231,5.1519,20.53,29.558,0.0,38699,10,4.67,0.009,97.33,0.0,0
2.3339,9.2768,3.3464,4.7897,88.8917,11.6107,6.581,1.0297,0.1438,1.8993,4.8632,18.11,21.399,0.0,40964,5,4.53,0.0,97.92,0.0,0
4.5506,8.5276,3.3296,4.6572,86.5287,13.0782,6.553,1.0311,0.1423,1.7161,4.7784,18.35,29.738,0.0,107046,3,4.1,0.0064,100.0,0.34,0
5.0179,8.6287,3.3336,4.5247,86.6629,13.6466,6.761,1.0316,0.1659,2.0628,4.9616,16.15,27.011,0.0,42653,25,4.21,0.0,100.0,0.0,0
4.5157,8.7212,3.102,4.8695,86.7939,13.2369,6.573,1.0282,0.1654,1.7674,4.9559,20.67,23.175,0.0,17742,8,4.26,0.0,100.0,0.43,0
5.337,9.0741,3.442,4.7305,87.0595,14.4111,6.622,1.0286,0.1333,2.0524,4.8491,16.99,28.031,0.0,126886,7,4.33,0.0224,97.1,0.0,0
3.2335,8.6972,3.394,4.7279,87.9372,11.9307,6.706,1.03,0.1465,1.8437,5.1815,18.81,20.914,0.0,14779,9,4.91,0.0385,100.0,0.0,0
2.2718,9.3822,3.4648,4.8313,88.8947,11.654,6.744,1.0311,0.1544,1.7872,4.9531,17.85,22.213,0.0,68466,6,3.31,0.0,98.94,1.21,0
3.0468,8.8526,3.2013,4.5034,88.1127,11.8994,6.578,1.0304,0.1591,1.7283,4.8249,15.29,27.912,0.0,94796,15,4.03,0.0214,100.0,0.0,0
2.0321,9.2183,3.2063,4.7002,88.7366,11.2504,6.796,1.0301,0.1332,2.0004,5.1519,18.05,26.288,0.0,47548,32,4.13,0.0,99.01,1.42,0
2.0957,9.1062,3.4935,4.6022,88.8359,11.2019,6.69,1.0316,0.1563,1.719,4.6856,17.46,21.103,0.0,24784,2,3.53,0.0371,97.34,1.38,0
3.7852,8.9361,3.1321,4.5925,88.221,12.7213,6.613,1.0319,0.1526,2.005,5.0289,18.01,29.034,0.0,91633,17,3.19,0.0001,100.0,0.81,0
2.4785,9.0923,3.1631,4.6137,89.3918,11.5708,6.708,1.0317,0.153,1.7519,4.5925,17.04,23.077,0.0,44536,6,3.98,0.0,100.0,0.0,0
7.0379,9.0232,3.4471,4.6563,86.4177,16.0611,6.606,1.0305,0.1311,2.0727,4.5303,14.61,23.425,0.0,44487,42,3.77,0.0,99.91,0.09,0
0.1263,9.1005,3.1967,4.579,90.1934,9.2268,6.666,1.028,0.1522,1.8848,5.0042,16.84,21.26,0.0,56421,12,4.17,0.0205,100.0,1.57,0
6.8243,9.3532,3.5551,4.7404,85.1756,16.1775,6.74,1.0305,0.134,1.7336,4.5509,19.65,28.219,0.0,277712,28,4.97,0.0,99.47,0.75,0
0.2793,8.8046,3.2882,4.54,89.8978,9.0839,6.726,1.0291,0.1508,1.7054,4.5023,18.01,29.252,0.0,39772,5,3.95,0.0162,100.0,0.09,0
2.0317,9.1247,3.2802,4.6849,89.0004,11.1564,6.559,1.0311,0.1308,1.9069,5.0329,17.34,27.61,0.0,57984,6,3.24,0.0141,100.0,0.28,0
5.2794,8.9596,3.4135,4.6701,87.2356,14.239,6.632,1.0296,0.1517,2.0826,5.1905,19.74,20.164,0.0,75588,13,4.45,0.0,98.74,1.62,0
3.2561,8.6599,3.3446,4.7709,88.3916,11.916,6.755,1.0303,0.1311,1.7347,4.7808,15.85,25.673,0.0,18447,19,4.75,0.049,99.32,0.57,0
6.0748,9.0228,3.2589,4.8668,85.741,15.0976,6.598,1.0295,0.1655,2.0743,5.0728,21.31,26.882,0.0,55973,4,4.7,0.0,97.23,1.58,0
3.2338,8.5377,3.2923,4.64,88.0192,11.7715,6.703,1.0316,0.1522,1.935,4.5578,21.4,24.285,0.0,27213,9,4.12,0.0,98.83,0.0,0
3.5957,8.5145,3.1903,4.5878,88.334,12.1102,6.602,1.0293,0.1331,1.8582,4.6486,18.23,27.545,0.0,18772,2,4.73,0.0269,100.0,0.92,0
2.0436,9.3193,3.2033,4.8205,88.7077,11.3629,6.889,1.0303,0.078,1.8636,4.6676,16.46,21.289,0.0,6321,12,6.25,0.7736,28.96,1.06,1
7.1034,9.0343,3.2762,4.8657,85.1475,16.1377,6.767,1.0305,0.1628,2.055,5.0946,17.31,21.948,0.0,201196,15,4.3,0.0,97.81,0.0,0
3.2793,8.5898,3.1199,4.5346,87.5843,11.8691,6.776,1.0313,0.1392,1.9904,4.5359,21.98,28.996,0.0,22823,19,4.43,0.0452,100.0,0.34,0
6.9925,9.3872,3.2021,4.9218,86.1592,16.3797,6.567,1.0311,0.1533,2.0128,5.0621,15.12,25.18,0.0,118086,39,4.78,0.0425,97.56,0.94,0
